match_id,series,season,match_no,date,venue,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,toss_winner,toss_choosen,winner,player_of_the_match,winning_team,win_by
201856,IPL,2018,56th,"May 20,2018","Maharashtra Cricket Association Stadium,Pune",Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,CSK,field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,Chennai Super Kings,5 wkts
201857,IPL,2018,qualifier 1,"May 22,2018","Wankhede Stadium,Mumbai",Sunrisers Hyderabad,Chennai Super Kings,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Shreevats Goswami(w), Kane Williamson(c), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Carlos Brathwaite, Rashid Khan, Bhuvneshwar Kumar, Siddarth Kaul, Sandeep Sharma","Chennai Super Kings (Playing XI): Ambati Rayudu, Shane Watson, Suresh Raina, Faf du Plessis, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Harbhajan Singh, Deepak Chahar, Shardul Thakur, Lungi Ngidi",,,CSK,field,Chennai Super Kings won by 2 wkts,Faf du Plessis,Chennai Super Kings,2 wkts
201858,IPL,2018,eliminator,"May 23,2018","Eden Gardens,Kolkata",Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Dinesh Karthik(w/c), Nitish Rana, Andre Russell, Shubman Gill, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav","Rajasthan Royals (Playing XI): Rahul Tripathi, Ajinkya Rahane(c), Sanju Samson, Heinrich Klaasen(w), Krishnappa Gowtham, Stuart Binny, Jofra Archer, Ish Sodhi, Jaydev Unadkat, Shreyas Gopal, Ben Laughlin",,,RR,field,Kolkata Knight Riders won by 25 runs,Andre Russell,Kolkata Knight Riders,25 runs
201859,IPL,2018,qualifier 2,"May 25,2018","Eden Gardens,Kolkata",Sunrisers Hyderabad,Kolkata Knight Riders,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Shakib Al Hasan, Yusuf Pathan, Deepak Hooda, Wriddhiman Saha(w), Carlos Brathwaite, Bhuvneshwar Kumar, Rashid Khan, Siddarth Kaul, K Khaleel Ahmed","Kolkata Knight Riders (Playing XI): Sunil Narine, Chris Lynn, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Piyush Chawla, Kuldeep Yadav, Prasidh Krishna, Shivam Mavi",,,KKR,field,Sunrisers Hyderabad won by 14 runs,Rashid Khan,Sunrisers Hyderabad,14 runs
201860,IPL,2018,final,"May 27,2018","Wankhede Stadium,Mumbai",Chennai Super Kings,Sunrisers Hyderabad,"Chennai Super Kings (Playing XI): Shane Watson, Faf du Plessis, Suresh Raina, Ambati Rayudu, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Deepak Chahar, Karn Sharma, Shardul Thakur, Lungi Ngidi","Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Shreevats Goswami(w), Kane Williamson(c), Shakib Al Hasan, Deepak Hooda, Yusuf Pathan, Carlos Brathwaite, Rashid Khan, Bhuvneshwar Kumar, Siddarth Kaul, Sandeep Sharma",,,CSK,field,Chennai Super Kings won by 8 wkts,Shane Watson,Chennai Super Kings,8 wkts
201901,IPL,2019,1st,"Mar 23,2019","MA Chidambaram Stadium,Chennai",Chennai Super Kings,Royal Challengers Bangalore,"Chennai Super Kings (Playing XI): Ambati Rayudu, Shane Watson, Suresh Raina, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Dwayne Bravo, Deepak Chahar, Shardul Thakur, Harbhajan Singh, Imran Tahir","Royal Challengers Bangalore (Playing XI): Parthiv Patel(w), Virat Kohli(c), Moeen Ali, AB de Villiers, Shimron Hetmyer, Shivam Dube, Colin de Grandhomme, Umesh Yadav, Yuzvendra Chahal, Mohammed Siraj, Navdeep Saini",,,CSK,field,Chennai Super Kings won by 7 wkts,Harbhajan Singh,Chennai Super Kings,7 wkts
201902,IPL,2019,2nd,"Mar 24,2019","Eden Gardens,Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad,"Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Piyush Chawla, Kuldeep Yadav, Lockie Ferguson, Prasidh Krishna","Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Manish Pandey, Deepak Hooda, Shakib Al Hasan, Vijay Shankar, Yusuf Pathan, Rashid Khan, Bhuvneshwar Kumar(c), Sandeep Sharma, Siddarth Kaul",,,KKR,field,Kolkata Knight Riders won by 6 wkts,Andre Russell,Kolkata Knight Riders,6 wkts
201903,IPL,2019,3rd,"Mar 24,2019","Wankhede Stadium,Mumbai",Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Krunal Pandya, Yuvraj Singh, Kieron Pollard, Hardik Pandya, Ben Cutting, Mitchell McClenaghan, Rasikh Salam, Jasprit Bumrah","Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Colin Ingram, Keemo Paul, Axar Patel, Rahul Tewatia, Kagiso Rabada, Trent Boult, Ishant Sharma",,,MI,field,Delhi Capitals won by 37 runs,Rishabh Pant,Delhi Capitals,37 runs
201904,IPL,2019,4th,"Mar 25,2019","Sawai Mansingh Stadium,Jaipur",Rajasthan Royals,Kings XI Punjab,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Steven Smith, Ben Stokes, Sanju Samson, Krishnappa Gowtham, Rahul Tripathi, Shreyas Gopal, Jofra Archer, Jaydev Unadkat, Dhawal Kulkarni","Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul, Mayank Agarwal, Sarfaraz Khan, Nicholas Pooran(w), Mandeep Singh, Sam Curran, Ravichandran Ashwin(c), Mohammed Shami, Mujeeb Ur Rahman, Ankit Rajpoot",,,RR,field,Kings XI Punjab won by 14 runs,Chris Gayle,Kings XI Punjab,14 runs
201905,IPL,2019,5th,"Mar 26,2019","Arun Jaitley Stadium,Delhi",Delhi Capitals,Chennai Super Kings,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Shreyas Iyer(c), Colin Ingram, Rishabh Pant(w), Keemo Paul, Axar Patel, Rahul Tewatia, Amit Mishra, Kagiso Rabada, Ishant Sharma","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Kedar Jadhav, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Deepak Chahar, Shardul Thakur, Harbhajan Singh, Imran Tahir",,,DC,bat,Chennai Super Kings won by 6 wkts,Shane Watson,Chennai Super Kings,6 wkts
201906,IPL,2019,6th,"Mar 27,2019","Eden Gardens,Kolkata",Kolkata Knight Riders,Kings XI Punjab,"Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Nitish Rana, Robin Uthappa, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Piyush Chawla, Kuldeep Yadav, Lockie Ferguson, Prasidh Krishna","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Sarfaraz Khan, David Miller, Mandeep Singh, Hardus Viljoen, Ravichandran Ashwin(c), Varun Chakravarthy, Mohammed Shami, Andrew Tye",,,PBKS,field,Kolkata Knight Riders won by 28 runs,Andre Russell,Kolkata Knight Riders,28 runs
201907,IPL,2019,7th,"Mar 28,2019","M.Chinnaswamy Stadium,Bengaluru",Royal Challengers Bangalore,Mumbai Indians,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Parthiv Patel(w), Moeen Ali, AB de Villiers, Shimron Hetmyer, Shivam Dube, Colin de Grandhomme, Navdeep Saini, Yuzvendra Chahal, Umesh Yadav, Mohammed Siraj","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Yuvraj Singh, Kieron Pollard, Hardik Pandya, Krunal Pandya, Mitchell McClenaghan, Lasith Malinga, Mayank Markande, Jasprit Bumrah",,,RCB,field,Mumbai Indians won by 6 runs,Jasprit Bumrah,Mumbai Indians,6 runs
201908,IPL,2019,8th,"Mar 29,2019","Rajiv Gandhi International Stadium,Hyderabad",Sunrisers Hyderabad,Rajasthan Royals,"Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Kane Williamson(c), Vijay Shankar, Yusuf Pathan, Manish Pandey, Rashid Khan, Bhuvneshwar Kumar, Shahbaz Nadeem, Sandeep Sharma, Siddarth Kaul","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Sanju Samson, Steven Smith, Ben Stokes, Rahul Tripathi, Krishnappa Gowtham, Jofra Archer, Jaydev Unadkat, Shreyas Gopal, Dhawal Kulkarni",,,RR,bat,Sunrisers Hyderabad won by 5 wkts,Rashid Khan,Sunrisers Hyderabad,5 wkts
201909,IPL,2019,9th,"Mar 30,2019","Punjab Cricket Association IS Bindra Stadium,Mohali",Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Sarfaraz Khan, David Miller, Mandeep Singh, Hardus Viljoen, Ravichandran Ashwin(c), Murugan Ashwin, Mohammed Shami, Andrew Tye","Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Yuvraj Singh, Kieron Pollard, Hardik Pandya, Krunal Pandya, Mitchell McClenaghan, Mayank Markande, Jasprit Bumrah, Lasith Malinga",,,PBKS,field,Kings XI Punjab won by 8 wkts,Mayank Agarwal,Kings XI Punjab,8 wkts
201910,IPL,2019,10th,"Mar 30,2019","Arun Jaitley Stadium,Delhi",Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Shreyas Iyer(c), Rishabh Pant(w), Colin Ingram, Hanuma Vihari, Chris Morris, Sandeep Lamichhane, Kagiso Rabada, Harshal Patel, Amit Mishra","Kolkata Knight Riders (Playing XI): Chris Lynn, Nitish Rana, Robin Uthappa, Nikhil Naik, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Piyush Chawla, Kuldeep Yadav, Lockie Ferguson, Prasidh Krishna",,,DC,field,Match tied (Delhi Capitals won the Super Over),Prithvi Shaw,Delhi Capitals,Super Over
201911,IPL,2019,11th,"Mar 31,2019","Rajiv Gandhi International Stadium,Hyderabad",Sunrisers Hyderabad,Royal Challengers Bangalore,"Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Vijay Shankar, Manish Pandey, Deepak Hooda, Yusuf Pathan, Rashid Khan, Mohammad Nabi, Bhuvneshwar Kumar(c), Sandeep Sharma, Siddarth Kaul","Royal Challengers Bangalore (Playing XI): Parthiv Patel(w), Moeen Ali, Virat Kohli(c), AB de Villiers, Shimron Hetmyer, Colin de Grandhomme, Shivam Dube, Prayas Barman, Yuzvendra Chahal, Umesh Yadav, Mohammed Siraj",,,RCB,field,Sunrisers Hyderabad won by 118 runs,Jonny Bairstow,Sunrisers Hyderabad,118 runs
201912,IPL,2019,12th,"Mar 31,2019","MA Chidambaram Stadium,Chennai",Chennai Super Kings,Rajasthan Royals,"Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Kedar Jadhav, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Mitchell Santner, Deepak Chahar, Shardul Thakur, Imran Tahir","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Sanju Samson, Steven Smith, Ben Stokes, Rahul Tripathi, Krishnappa Gowtham, Jofra Archer, Jaydev Unadkat, Shreyas Gopal, Dhawal Kulkarni",,,RR,field,Chennai Super Kings won by 8 runs,MS Dhoni,Chennai Super Kings,8 runs
201913,IPL,2019,13th,"Apr 01,2019","Punjab Cricket Association IS Bindra Stadium,Mohali",Kings XI Punjab,Delhi Capitals,"Kings XI Punjab (Playing XI): Lokesh Rahul(w), Mayank Agarwal, David Miller, Sarfaraz Khan, Mandeep Singh, Hardus Viljoen, Sam Curran, Ravichandran Ashwin(c), Murugan Ashwin, Mohammed Shami, Mujeeb Ur Rahman","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Shreyas Iyer(c), Rishabh Pant(w), Colin Ingram, Hanuma Vihari, Harshal Patel, Chris Morris, Sandeep Lamichhane, Kagiso Rabada, Avesh Khan",,,DC,field,Kings XI Punjab won by 14 runs,Sam Curran,Kings XI Punjab,14 runs
201914,IPL,2019,14th,"Apr 02,2019","Sawai Mansingh Stadium,Jaipur",Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Rahul Tripathi, Steven Smith, Ben Stokes, Stuart Binny, Krishnappa Gowtham, Jofra Archer, Shreyas Gopal, Dhawal Kulkarni, Varun Aaron","Royal Challengers Bangalore (Playing XI): Parthiv Patel(w), Moeen Ali, Virat Kohli(c), AB de Villiers, Shimron Hetmyer, Marcus Stoinis, Akshdeep Nath, Umesh Yadav, Navdeep Saini, Yuzvendra Chahal, Mohammed Siraj",,,RR,field,Rajasthan Royals won by 7 wkts,Shreyas Gopal,Rajasthan Royals,7 wkts
201915,IPL,2019,15th,"Apr 03,2019","Wankhede Stadium,Mumbai",Mumbai Indians,Chennai Super Kings,"Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Yuvraj Singh, Kieron Pollard, Hardik Pandya, Krunal Pandya, Rahul Chahar, Jasprit Bumrah, Lasith Malinga, Jason Behrendorff","Chennai Super Kings (Playing XI): Ambati Rayudu, Shane Watson, Suresh Raina, MS Dhoni(w/c), Kedar Jadhav, Dwayne Bravo, Ravindra Jadeja, Deepak Chahar, Mohit Sharma, Shardul Thakur, Imran Tahir",,,CSK,field,Mumbai Indians won by 37 runs,Hardik Pandya,Mumbai Indians,37 runs
201916,IPL,2019,16th,"Apr 04,2019","Arun Jaitley Stadium,Delhi",Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Shreyas Iyer(c), Rishabh Pant(w), Colin Ingram, Chris Morris, Axar Patel, Rahul Tewatia, Kagiso Rabada, Sandeep Lamichhane, Ishant Sharma","Sunrisers Hyderabad (Playing XI): Jonny Bairstow(w), David Warner, Vijay Shankar, Manish Pandey, Yusuf Pathan, Deepak Hooda, Rashid Khan, Mohammad Nabi, Bhuvneshwar Kumar(c), Sandeep Sharma, Siddarth Kaul",,,SRH,field,Sunrisers Hyderabad won by 5 wkts,Jonny Bairstow,Sunrisers Hyderabad,5 wkts
201917,IPL,2019,17th,"Apr 05,2019","M.Chinnaswamy Stadium,Bengaluru",Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Parthiv Patel(w), AB de Villiers, Marcus Stoinis, Moeen Ali, Akshdeep Nath, Pawan Negi, Tim Southee, Navdeep Saini, Yuzvendra Chahal, Mohammed Siraj","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Piyush Chawla, Kuldeep Yadav, Lockie Ferguson, Prasidh Krishna",,,KKR,field,Kolkata Knight Riders won by 5 wkts,Andre Russell,Kolkata Knight Riders,5 wkts
201918,IPL,2019,18th,"Apr 06,2019","MA Chidambaram Stadium,Chennai",Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Shane Watson, Faf du Plessis, Suresh Raina, Ambati Rayudu, Kedar Jadhav, MS Dhoni(w/c), Ravindra Jadeja, Deepak Chahar, Scott Kuggeleijn, Harbhajan Singh, Imran Tahir","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Sarfaraz Khan, David Miller, Mandeep Singh, Sam Curran, Ravichandran Ashwin(c), Andrew Tye, Murugan Ashwin, Mohammed Shami",,,CSK,bat,Chennai Super Kings won by 22 runs,Harbhajan Singh,Chennai Super Kings,22 runs
201919,IPL,2019,19th,"Apr 06,2019","Rajiv Gandhi International Stadium,Hyderabad",Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Vijay Shankar, Manish Pandey, Deepak Hooda, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Bhuvneshwar Kumar(c), Sandeep Sharma, Siddarth Kaul","Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, Jason Behrendorff, Rahul Chahar, Alzarri Joseph, Jasprit Bumrah",,,SRH,field,Mumbai Indians won by 40 runs,Alzarri Joseph,Mumbai Indians,40 runs
201920,IPL,2019,20th,"Apr 07,2019","M.Chinnaswamy Stadium,Bengaluru",Royal Challengers Bangalore,Delhi Capitals,"Royal Challengers Bangalore (Playing XI): Parthiv Patel(w), Virat Kohli(c), AB de Villiers, Marcus Stoinis, Moeen Ali, Akshdeep Nath, Pawan Negi, Tim Southee, Navdeep Saini, Yuzvendra Chahal, Mohammed Siraj","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Shreyas Iyer(c), Rishabh Pant(w), Rahul Tewatia, Colin Ingram, Chris Morris, Axar Patel, Kagiso Rabada, Ishant Sharma, Sandeep Lamichhane",,,DC,field,Delhi Capitals won by 4 wkts,Kagiso Rabada,Delhi Capitals,4 wkts
201921,IPL,2019,21st,"Apr 07,2019","Sawai Mansingh Stadium,Jaipur",Rajasthan Royals,Kolkata Knight Riders,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Steven Smith, Rahul Tripathi, Ben Stokes, Prashant Chopra, Krishnappa Gowtham, Jofra Archer, Shreyas Gopal, Dhawal Kulkarni, Sudhesan Midhun","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Piyush Chawla, Kuldeep Yadav, Harry Gurney, Prasidh Krishna",,,KKR,field,Kolkata Knight Riders won by 8 wkts,Harry Gurney,Kolkata Knight Riders,8 wkts
201922,IPL,2019,22nd,"Apr 08,2019","Punjab Cricket Association IS Bindra Stadium,Mohali",Kings XI Punjab,Sunrisers Hyderabad,"Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Sarfaraz Khan, David Miller, Mandeep Singh, Sam Curran, Ravichandran Ashwin(c), Ankit Rajpoot, Mohammed Shami, Mujeeb Ur Rahman","Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Vijay Shankar, Manish Pandey, Deepak Hooda, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Bhuvneshwar Kumar(c), Siddarth Kaul, Sandeep Sharma",,,PBKS,field,Kings XI Punjab won by 6 wkts,KL Rahul,Kings XI Punjab,6 wkts
201923,IPL,2019,23rd,"Apr 09,2019","MA Chidambaram Stadium,Chennai",Chennai Super Kings,Kolkata Knight Riders,"Chennai Super Kings (Playing XI): Shane Watson, Faf du Plessis, Suresh Raina, Ambati Rayudu, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Scott Kuggeleijn, Deepak Chahar, Harbhajan Singh, Imran Tahir","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Piyush Chawla, Kuldeep Yadav, Harry Gurney, Prasidh Krishna",,,CSK,field,Chennai Super Kings won by 7 wkts,Deepak Chahar,Chennai Super Kings,7 wkts
201924,IPL,2019,24th,"Apr 10,2019","Wankhede Stadium,Mumbai",Mumbai Indians,Kings XI Punjab,"Mumbai Indians (Playing XI): Siddhesh Lad, Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Krunal Pandya, Kieron Pollard(c), Hardik Pandya, Rahul Chahar, Alzarri Joseph, Jason Behrendorff, Jasprit Bumrah","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Karun Nair, Sarfaraz Khan, David Miller, Mandeep Singh, Ravichandran Ashwin(c), Sam Curran, Hardus Viljoen, Mohammed Shami, Ankit Rajpoot",,,MI,field,Mumbai Indians won by 3 wkts,Kieron Pollard,Mumbai Indians,3 wkts
201925,IPL,2019,25th,"Apr 11,2019","Sawai Mansingh Stadium,Jaipur",Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Steven Smith, Sanju Samson, Rahul Tripathi, Ben Stokes, Riyan Parag, Jofra Archer, Shreyas Gopal, Jaydev Unadkat, Dhawal Kulkarni","Chennai Super Kings (Playing XI): Shane Watson, Faf du Plessis, Suresh Raina, Ambati Rayudu, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Deepak Chahar, Mitchell Santner, Shardul Thakur, Imran Tahir",,,CSK,field,Chennai Super Kings won by 4 wkts,MS Dhoni,Chennai Super Kings,4 wkts
201926,IPL,2019,26th,"Apr 12,2019","Eden Gardens,Kolkata",Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Joe Denly, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Carlos Brathwaite, Piyush Chawla, Kuldeep Yadav, Lockie Ferguson, Prasidh Krishna","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Shreyas Iyer(c), Rishabh Pant(w), Colin Ingram, Chris Morris, Axar Patel, Rahul Tewatia, Keemo Paul, Kagiso Rabada, Ishant Sharma",,,DC,field,Delhi Capitals won by 7 wkts,Shikhar Dhawan,Delhi Capitals,7 wkts
201927,IPL,2019,27th,"Apr 13,2019","Wankhede Stadium,Mumbai",Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Kieron Pollard, Hardik Pandya, Krunal Pandya, Alzarri Joseph, Rahul Chahar, Jason Behrendorff, Jasprit Bumrah","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler, Sanju Samson(w), Steven Smith, Rahul Tripathi, Liam Livingstone, Krishnappa Gowtham, Jofra Archer, Shreyas Gopal, Jaydev Unadkat, Dhawal Kulkarni",,,RR,field,Rajasthan Royals won by 4 wkts,Jos Buttler,Rajasthan Royals,4 wkts
201928,IPL,2019,28th,"Apr 13,2019","Punjab Cricket Association IS Bindra Stadium,Mohali",Kings XI Punjab,Royal Challengers Bangalore,"Kings XI Punjab (Playing XI): Lokesh Rahul, Chris Gayle, Mayank Agarwal, Sarfaraz Khan, Nicholas Pooran(w), Mandeep Singh, Sam Curran, Ravichandran Ashwin(c), Andrew Tye, Mohammed Shami, Murugan Ashwin","Royal Challengers Bangalore (Playing XI): Parthiv Patel(w), Virat Kohli(c), AB de Villiers, Marcus Stoinis, Moeen Ali, Akshdeep Nath, Pawan Negi, Umesh Yadav, Yuzvendra Chahal, Navdeep Saini, Mohammed Siraj",,,RCB,field,Royal Challengers Bangalore won by 8 wkts,AB de Villiers,Royal Challengers Bangalore,8 wkts
201929,IPL,2019,29th,"Apr 14,2019","Eden Gardens,Kolkata",Kolkata Knight Riders,Chennai Super Kings,"Kolkata Knight Riders (Playing XI): Sunil Narine, Chris Lynn, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Piyush Chawla, Kuldeep Yadav, Prasidh Krishna, Harry Gurney","Chennai Super Kings (Playing XI): Shane Watson, Faf du Plessis, Suresh Raina, Ambati Rayudu, Kedar Jadhav, MS Dhoni(w/c), Ravindra Jadeja, Mitchell Santner, Deepak Chahar, Shardul Thakur, Imran Tahir",,,CSK,field,Chennai Super Kings won by 5 wkts,Imran Tahir,Chennai Super Kings,5 wkts
201930,IPL,2019,30th,"Apr 14,2019","Rajiv Gandhi International Stadium,Hyderabad",Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Kane Williamson(c), Vijay Shankar, Ricky Bhui, Deepak Hooda, Rashid Khan, Abhishek Sharma, Bhuvneshwar Kumar, Sandeep Sharma, K Khaleel Ahmed","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Chris Morris, Axar Patel, Amit Mishra, Keemo Paul, Kagiso Rabada, Ishant Sharma",,,SRH,field,Delhi Capitals won by 39 runs,Keemo Paul,Delhi Capitals,39 runs
201931,IPL,2019,31st,"Apr 15,2019","Wankhede Stadium,Mumbai",Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Kieron Pollard, Hardik Pandya, Ishan Kishan, Krunal Pandya, Rahul Chahar, Jason Behrendorff, Lasith Malinga, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Parthiv Patel(w), Virat Kohli(c), AB de Villiers, Marcus Stoinis, Moeen Ali, Akshdeep Nath, Pawan Negi, Umesh Yadav, Yuzvendra Chahal, Navdeep Saini, Mohammed Siraj",,,MI,field,Mumbai Indians won by 5 wkts,Lasith Malinga,Mumbai Indians,5 wkts
201932,IPL,2019,32nd,"Apr 16,2019","Punjab Cricket Association IS Bindra Stadium,Mohali",Kings XI Punjab,Rajasthan Royals,"Kings XI Punjab (Playing XI): Lokesh Rahul, Chris Gayle, Mayank Agarwal, David Miller, Mandeep Singh, Nicholas Pooran(w), Ravichandran Ashwin(c), Murugan Ashwin, Mohammed Shami, Mujeeb Ur Rahman, Arshdeep Singh","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler, Sanju Samson(w), Rahul Tripathi, Ashton Turner, Stuart Binny, Jofra Archer, Shreyas Gopal, Jaydev Unadkat, Dhawal Kulkarni, Ish Sodhi",,,RR,field,Kings XI Punjab won by 12 runs,Ravichandran Ashwin,Kings XI Punjab,12 runs
201933,IPL,2019,33rd,"Apr 17,2019","Rajiv Gandhi International Stadium,Hyderabad",Sunrisers Hyderabad,Chennai Super Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Kane Williamson(c), Vijay Shankar, Yusuf Pathan, Deepak Hooda, Rashid Khan, Shahbaz Nadeem, Bhuvneshwar Kumar, Sandeep Sharma, K Khaleel Ahmed","Chennai Super Kings (Playing XI): Shane Watson, Faf du Plessis, Suresh Raina(c), Sam Billings(w), Ambati Rayudu, Kedar Jadhav, Ravindra Jadeja, Karn Sharma, Deepak Chahar, Shardul Thakur, Imran Tahir",,,CSK,bat,Sunrisers Hyderabad won by 6 wkts,David Warner,Sunrisers Hyderabad,6 wkts
