match_id,series,season,match_no,date,venue,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,toss_winner,toss_choosen,winner,player_of_the_match,winning_team,win_by
202045,IPL,2020,45th,"Oct 25,2020","Sheikh Zayed Stadium,Abu Dhabi",Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Robin Uthappa, Ben Stokes, Sanju Samson(w), Jos Buttler, Steven Smith(c), Riyan Parag, Rahul Tewatia, Jofra Archer, Shreyas Gopal, Ankit Rajpoot, Kartik Tyagi","Mumbai Indians (Playing XI): Quinton de Kock(w), Ishan Kishan, Suryakumar Yadav, Saurabh Tiwary, Hardik Pandya, Kieron Pollard(c), Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,MI,bat,Rajasthan Royals won by 8 wkts,Ben Stokes,Rajasthan Royals,8 wkts
202046,IPL,2020,46th,"Oct 26,2020","Sharjah Cricket Stadium,Sharjah",Kolkata Knight Riders,Kings XI Punjab,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Dinesh Karthik(w), Eoin Morgan(c), Sunil Narine, Pat Cummins, Lockie Ferguson, Kamlesh Nagarkoti, Prasidh Krishna, Varun Chakravarthy","Kings XI Punjab (Playing XI): KL Rahul(w/c), Mandeep Singh, Chris Gayle, Nicholas Pooran, Glenn Maxwell, Deepak Hooda, Chris Jordan, Murugan Ashwin, Ravi Bishnoi, Mohammed Shami, Arshdeep Singh",,,KKR,field,Kings XI Punjab won by 8 wkts,Chris Gayle,Kings XI Punjab,8 wkts
202047,IPL,2020,47th,"Oct 27,2020","Dubai International Cricket Stadium,Dubai",Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): David Warner(c), Wriddhiman Saha(w), Manish Pandey, Kane Williamson, Vijay Shankar, Jason Holder, Abdul Samad, Rashid Khan, Shahbaz Nadeem, Sandeep Sharma, T Natarajan","Delhi Capitals (Playing XI): Ajinkya Rahane, Shikhar Dhawan, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Tushar Deshpande",,,DC,field,Sunrisers Hyderabad won by 88 runs,Wriddhiman Saha,Sunrisers Hyderabad,88 runs
202048,IPL,2020,48th,"Oct 28,2020","Sheikh Zayed Stadium,Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Ishan Kishan, Quinton de Kock(w), Suryakumar Yadav, Saurabh Tiwary, Hardik Pandya, Kieron Pollard(c), Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Josh Philippe, Devdutt Padikkal, Virat Kohli(c), AB de Villiers(w), Gurkeerat Singh Mann, Shivam Dube, Chris Morris, Washington Sundar, Dale Steyn, Mohammed Siraj, Yuzvendra Chahal",,,MI,field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,Mumbai Indians,5 wkts
202049,IPL,2020,49th,"Oct 29,2020","Dubai International Cricket Stadium,Dubai",Chennai Super Kings,Kolkata Knight Riders,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Shane Watson, Ambati Rayudu, MS Dhoni(w/c), N Jagadeesan, Sam Curran, Ravindra Jadeja, Mitchell Santner, Karn Sharma, Deepak Chahar, Lungi Ngidi","Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Dinesh Karthik(w), Eoin Morgan(c), Rinku Singh, Sunil Narine, Pat Cummins, Lockie Ferguson, Kamlesh Nagarkoti, Varun Chakravarthy",,,CSK,field,Chennai Super Kings won by 6 wkts,Ruturaj Gaikwad,Chennai Super Kings,6 wkts
202050,IPL,2020,50th,"Oct 30,2020","Sheikh Zayed Stadium,Abu Dhabi",Kings XI Punjab,Rajasthan Royals,"Kings XI Punjab (Playing XI): KL Rahul(w/c), Mandeep Singh, Chris Gayle, Nicholas Pooran, Glenn Maxwell, Deepak Hooda, Chris Jordan, Murugan Ashwin, Ravi Bishnoi, Mohammed Shami, Arshdeep Singh","Rajasthan Royals (Playing XI): Robin Uthappa, Ben Stokes, Steven Smith(c), Sanju Samson(w), Jos Buttler, Riyan Parag, Rahul Tewatia, Jofra Archer, Shreyas Gopal, Varun Aaron, Kartik Tyagi",,,RR,field,Rajasthan Royals won by 7 wkts,Ben Stokes,Rajasthan Royals,7 wkts
202051,IPL,2020,51st,"Oct 31,2020","Dubai International Cricket Stadium,Dubai",Delhi Capitals,Mumbai Indians,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Harshal Patel, Praveen Dubey, Kagiso Rabada, Ravichandran Ashwin, Anrich Nortje","Mumbai Indians (Playing XI): Quinton de Kock(w), Ishan Kishan, Suryakumar Yadav, Saurabh Tiwary, Krunal Pandya, Kieron Pollard(c), Jayant Yadav, Nathan Coulter-Nile, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,MI,field,Mumbai Indians won by 9 wkts,Ishan Kishan,Mumbai Indians,9 wkts
202052,IPL,2020,52nd,"Oct 31,2020","Sharjah Cricket Stadium,Sharjah",Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Josh Philippe, Devdutt Padikkal, Virat Kohli(c), AB de Villiers(w), Gurkeerat Singh Mann, Washington Sundar, Chris Morris, Isuru Udana, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Sunrisers Hyderabad (Playing XI): David Warner(c), Wriddhiman Saha(w), Manish Pandey, Kane Williamson, Abdul Samad, Jason Holder, Abhishek Sharma, Rashid Khan, Shahbaz Nadeem, Sandeep Sharma, T Natarajan",,,SRH,field,Sunrisers Hyderabad won by 5 wkts,Sandeep Sharma,Sunrisers Hyderabad,5 wkts
202053,IPL,2020,53rd,"Nov 01,2020","Sheikh Zayed Stadium,Abu Dhabi",Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ruturaj Gaikwad, Ambati Rayudu, MS Dhoni(w/c), N Jagadeesan, Ravindra Jadeja, Sam Curran, Shardul Thakur, Deepak Chahar, Lungi Ngidi, Imran Tahir","Kings XI Punjab (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Nicholas Pooran, Mandeep Singh, James Neesham, Deepak Hooda, Chris Jordan, Murugan Ashwin, Ravi Bishnoi, Mohammed Shami",,,CSK,field,Chennai Super Kings won by 9 wkts,Ruturaj Gaikwad,Chennai Super Kings,9 wkts
202054,IPL,2020,54th,"Nov 01,2020","Dubai International Cricket Stadium,Dubai",Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Dinesh Karthik(w), Sunil Narine, Andre Russell, Shivam Mavi, Pat Cummins, Kamlesh Nagarkoti, Varun Chakravarthy","Rajasthan Royals (Playing XI): Robin Uthappa, Ben Stokes, Sanju Samson(w), Steven Smith(c), Jos Buttler, Riyan Parag, Rahul Tewatia, Jofra Archer, Shreyas Gopal, Varun Aaron, Kartik Tyagi",,,RR,field,Kolkata Knight Riders won by 60 runs,Pat Cummins,Kolkata Knight Riders,60 runs
202055,IPL,2020,55th,"Nov 02,2020","Sheikh Zayed Stadium,Abu Dhabi",Delhi Capitals,Royal Challengers Bangalore,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Ajinkya Rahane, Shreyas Iyer(c), Rishabh Pant(w), Marcus Stoinis, Daniel Sams, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje","Royal Challengers Bangalore (Playing XI): Josh Philippe, Devdutt Padikkal, Virat Kohli(c), AB de Villiers(w), Shivam Dube, Washington Sundar, Shahbaz Ahmed, Chris Morris, Isuru Udana, Mohammed Siraj, Yuzvendra Chahal",,,DC,field,Delhi Capitals won by 6 wkts,Anrich Nortje,Delhi Capitals,6 wkts
202056,IPL,2020,56th,"Nov 03,2020","Sharjah Cricket Stadium,Sharjah",Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): David Warner(c), Wriddhiman Saha(w), Manish Pandey, Kane Williamson, Priyam Garg, Jason Holder, Abdul Samad, Rashid Khan, Shahbaz Nadeem, Sandeep Sharma, T Natarajan","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Ishan Kishan, Suryakumar Yadav, Saurabh Tiwary, Krunal Pandya, Kieron Pollard, Nathan Coulter-Nile, James Pattinson, Rahul Chahar, Dhawal Kulkarni",,,SRH,field,Sunrisers Hyderabad won by 10 wkts,Shahbaz Nadeem,Sunrisers Hyderabad,10 wkts
202057,IPL,2020,qualifier 1,"Nov 05,2020","Dubai International Cricket Stadium,Dubai",Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, Nathan Coulter-Nile, Rahul Chahar, Trent Boult, Jasprit Bumrah","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Ajinkya Rahane, Shreyas Iyer(c), Rishabh Pant(w), Marcus Stoinis, Daniel Sams, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje",,,DC,field,Mumbai Indians won by 57 runs,Jasprit Bumrah,Mumbai Indians,57 runs
202058,IPL,2020,eliminator,"Nov 06,2020","Sheikh Zayed Stadium,Abu Dhabi",Sunrisers Hyderabad,Royal Challengers Bangalore,"Sunrisers Hyderabad (Playing XI): David Warner(c), Shreevats Goswami(w), Manish Pandey, Kane Williamson, Priyam Garg, Jason Holder, Abdul Samad, Rashid Khan, Shahbaz Nadeem, Sandeep Sharma, T Natarajan","Royal Challengers Bangalore (Playing XI): Aaron Finch, Devdutt Padikkal, Virat Kohli(c), AB de Villiers(w), Moeen Ali, Washington Sundar, Shivam Dube, Navdeep Saini, Adam Zampa, Mohammed Siraj, Yuzvendra Chahal",,,SRH,field,Sunrisers Hyderabad won by 6 wkts,Kane Williamson,Sunrisers Hyderabad,6 wkts
202059,IPL,2020,qualifier 2,"Nov 08,2020","Sheikh Zayed Stadium,Abu Dhabi",Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): Shikhar Dhawan, Ajinkya Rahane, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Praveen Dubey, Kagiso Rabada, Anrich Nortje","Sunrisers Hyderabad (Playing XI): David Warner(c), Shreevats Goswami(w), Manish Pandey, Kane Williamson, Priyam Garg, Jason Holder, Abdul Samad, Rashid Khan, Shahbaz Nadeem, Sandeep Sharma, T Natarajan",,,DC,bat,Delhi Capitals won by 17 runs,Marcus Stoinis,Delhi Capitals,17 runs
202060,IPL,2020,final,"Nov 10,2020","Dubai International Cricket Stadium,Dubai",Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, Nathan Coulter-Nile, Jayant Yadav, Trent Boult, Jasprit Bumrah","Delhi Capitals (Playing XI): Marcus Stoinis, Shikhar Dhawan, Ajinkya Rahane, Shreyas Iyer(c), Shimron Hetmyer, Rishabh Pant(w), Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Praveen Dubey, Anrich Nortje",,,DC,bat,Mumbai Indians won by 5 wkts,Trent Boult,Mumbai Indians,5 wkts
202101,IPL,2021,1st,"Apr 09,2021","MA Chidambaram Stadium,Chennai",Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,RCB,field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,Royal Challengers Bangalore,2 wkts
202102,IPL,2021,2nd,"Apr 10,2021","Wankhede Stadium,Mumbai",Chennai Super Kings,Delhi Capitals,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Suresh Raina, Ambati Rayudu, MS Dhoni(w/c), Moeen Ali, Ravindra Jadeja, Sam Curran, Dwayne Bravo, Shardul Thakur, Deepak Chahar","Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Ajinkya Rahane, Rishabh Pant(w/c), Marcus Stoinis, Shimron Hetmyer, Chris Woakes, Ravichandran Ashwin, Tom Curran, Amit Mishra, Avesh Khan",,,DC,field,Delhi Capitals won by 7 wkts,Shikhar Dhawan,Delhi Capitals,7 wkts
202103,IPL,2021,3rd,"Apr 11,2021","MA Chidambaram Stadium,Chennai",Sunrisers Hyderabad,Kolkata Knight Riders,"Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow, Wriddhiman Saha(w), Manish Pandey, Vijay Shankar, Abdul Samad, Mohammad Nabi, Rashid Khan, Bhuvneshwar Kumar, T Natarajan, Sandeep Sharma","Kolkata Knight Riders (Playing XI): Shubman Gill, Rahul Tripathi, Nitish Rana, Eoin Morgan(c), Dinesh Karthik(w), Andre Russell, Shakib Al Hasan, Pat Cummins, Harbhajan Singh, Prasidh Krishna, Varun Chakravarthy",,,SRH,field,Kolkata Knight Riders won by 10 runs,Nitish Rana,Kolkata Knight Riders,10 runs
202104,IPL,2021,4th,"Apr 12,2021","Wankhede Stadium,Mumbai",Rajasthan Royals,Punjab Kings,"Rajasthan Royals (Playing XI): Manan Vohra, Ben Stokes, Sanju Samson(w/c), Jos Buttler, Riyan Parag, Shivam Dube, Rahul Tewatia, Chris Morris, Shreyas Gopal, Chetan Sakariya, Mustafizur Rahman","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Nicholas Pooran, Deepak Hooda, Shahrukh Khan, Jhye Richardson, Murugan Ashwin, Riley Meredith, Mohammed Shami, Arshdeep Singh",,,RR,field,Punjab Kings won by 4 runs,Sanju Samson,Punjab Kings,4 runs
202105,IPL,2021,5th,"Apr 13,2021","MA Chidambaram Stadium,Chennai",Kolkata Knight Riders,Mumbai Indians,"Kolkata Knight Riders (Playing XI): Nitish Rana, Shubman Gill, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Shakib Al Hasan, Pat Cummins, Harbhajan Singh, Prasidh Krishna, Varun Chakravarthy","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, Marco Jansen, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,KKR,field,Mumbai Indians won by 10 runs,Rahul Chahar,Mumbai Indians,10 runs
202106,IPL,2021,6th,"Apr 14,2021","MA Chidambaram Stadium,Chennai",Sunrisers Hyderabad,Royal Challengers Bangalore,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), David Warner(c), Manish Pandey, Jonny Bairstow, Vijay Shankar, Jason Holder, Abdul Samad, Rashid Khan, Bhuvneshwar Kumar, T Natarajan, Shahbaz Nadeem","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Shahbaz Ahmed, Glenn Maxwell, AB de Villiers(w), Washington Sundar, Daniel Christian, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Yuzvendra Chahal",,,SRH,field,Royal Challengers Bangalore won by 6 runs,Glenn Maxwell,Royal Challengers Bangalore,6 runs
202107,IPL,2021,7th,"Apr 15,2021","Wankhede Stadium,Mumbai",Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Manan Vohra, Sanju Samson(w/c), David Miller, Jos Buttler, Shivam Dube, Riyan Parag, Rahul Tewatia, Chris Morris, Chetan Sakariya, Jaydev Unadkat, Mustafizur Rahman","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Rishabh Pant(w/c), Ajinkya Rahane, Marcus Stoinis, Chris Woakes, Ravichandran Ashwin, Lalit Yadav, Kagiso Rabada, Tom Curran, Avesh Khan",,,RR,field,Rajasthan Royals won by 3 wkts,Jaydev Unadkat,Rajasthan Royals,3 wkts
202108,IPL,2021,8th,"Apr 16,2021","Wankhede Stadium,Mumbai",Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Deepak Hooda, Nicholas Pooran, Shahrukh Khan, Jhye Richardson, Murugan Ashwin, Riley Meredith, Mohammed Shami, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Suresh Raina, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Sam Curran, Dwayne Bravo, Shardul Thakur, Deepak Chahar",,,CSK,field,Chennai Super Kings won by 6 wkts,Deepak Chahar,Chennai Super Kings,6 wkts
202109,IPL,2021,9th,"Apr 17,2021","MA Chidambaram Stadium,Chennai",Mumbai Indians,Sunrisers Hyderabad,"Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Adam Milne, Jasprit Bumrah, Trent Boult","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Virat Singh, Vijay Shankar, Abhishek Sharma, Abdul Samad, Rashid Khan, Bhuvneshwar Kumar, Mujeeb Ur Rahman, Khaleel Ahmed",,,MI,bat,Mumbai Indians won by 13 runs,Kieron Pollard,Mumbai Indians,13 runs
202110,IPL,2021,10th,"Apr 18,2021","MA Chidambaram Stadium,Chennai",Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Rajat Patidar, Glenn Maxwell, AB de Villiers(w), Washington Sundar, Shahbaz Ahmed, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Yuzvendra Chahal","Kolkata Knight Riders (Playing XI): Nitish Rana, Shubman Gill, Rahul Tripathi, Eoin Morgan(c), Shakib Al Hasan, Dinesh Karthik(w), Andre Russell, Pat Cummins, Harbhajan Singh, Prasidh Krishna, Varun Chakravarthy",,,RCB,bat,Royal Challengers Bangalore won by 38 runs,AB de Villiers,Royal Challengers Bangalore,38 runs
202111,IPL,2021,11th,"Apr 18,2021","Wankhede Stadium,Mumbai",Delhi Capitals,Punjab Kings,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Steven Smith, Rishabh Pant(w/c), Marcus Stoinis, Lalit Yadav, Chris Woakes, Ravichandran Ashwin, Kagiso Rabada, Avesh Khan, Lukman Meriwala","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Deepak Hooda, Nicholas Pooran, Shahrukh Khan, Jhye Richardson, Jalaj Saxena, Mohammed Shami, Riley Meredith, Arshdeep Singh",,,DC,field,Delhi Capitals won by 6 wkts,Shikhar Dhawan,Delhi Capitals,6 wkts
202112,IPL,2021,12th,"Apr 19,2021","Wankhede Stadium,Mumbai",Chennai Super Kings,Rajasthan Royals,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Suresh Raina, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Sam Curran, Dwayne Bravo, Shardul Thakur, Deepak Chahar","Rajasthan Royals (Playing XI): Jos Buttler, Manan Vohra, Sanju Samson(w/c), Shivam Dube, David Miller, Riyan Parag, Rahul Tewatia, Chris Morris, Jaydev Unadkat, Chetan Sakariya, Mustafizur Rahman",,,RR,field,Chennai Super Kings won by 45 runs,Moeen Ali,Chennai Super Kings,45 runs
202113,IPL,2021,13th,"Apr 20,2021","MA Chidambaram Stadium,Chennai",Delhi Capitals,Mumbai Indians,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Steven Smith, Rishabh Pant(w/c), Marcus Stoinis, Shimron Hetmyer, Lalit Yadav, Ravichandran Ashwin, Kagiso Rabada, Amit Mishra, Avesh Khan","Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Jayant Yadav, Jasprit Bumrah, Trent Boult",,,MI,bat,Delhi Capitals won by 6 wkts,Amit Mishra,Delhi Capitals,6 wkts
202114,IPL,2021,14th,"Apr 21,2021","MA Chidambaram Stadium,Chennai",Punjab Kings,Sunrisers Hyderabad,"Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Moises Henriques, Nicholas Pooran, Deepak Hooda, Shahrukh Khan, Fabian Allen, Murugan Ashwin, Mohammed Shami, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Kane Williamson, Virat Singh, Vijay Shankar, Abhishek Sharma, Kedar Jadhav, Rashid Khan, Bhuvneshwar Kumar, Khaleel Ahmed, Siddarth Kaul",,,PBKS,bat,Sunrisers Hyderabad won by 9 wkts,Jonny Bairstow,Sunrisers Hyderabad,9 wkts
202115,IPL,2021,15th,"Apr 21,2021","Wankhede Stadium,Mumbai",Kolkata Knight Riders,Chennai Super Kings,"Kolkata Knight Riders (Playing XI): Nitish Rana, Shubman Gill, Rahul Tripathi, Eoin Morgan(c), Dinesh Karthik(w), Sunil Narine, Andre Russell, Pat Cummins, Kamlesh Nagarkoti, Varun Chakravarthy, Prasidh Krishna","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Suresh Raina, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Sam Curran, Shardul Thakur, Lungi Ngidi, Deepak Chahar",,,KKR,field,Chennai Super Kings won by 18 runs,Faf du Plessis,Chennai Super Kings,18 runs
202116,IPL,2021,16th,"Apr 22,2021","Wankhede Stadium,Mumbai",Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Shahbaz Ahmed, Glenn Maxwell, AB de Villiers(w), Washington Sundar, Kyle Jamieson, Kane Richardson, Harshal Patel, Mohammed Siraj, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Jos Buttler, Manan Vohra, Sanju Samson(w/c), Shivam Dube, David Miller, Riyan Parag, Rahul Tewatia, Chris Morris, Shreyas Gopal, Chetan Sakariya, Mustafizur Rahman",,,RCB,field,Royal Challengers Bangalore won by 10 wkts,Devdutt Padikkal,Royal Challengers Bangalore,10 wkts
202117,IPL,2021,17th,"Apr 23,2021","MA Chidambaram Stadium,Chennai",Punjab Kings,Mumbai Indians,"Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Nicholas Pooran, Deepak Hooda, Moises Henriques, Shahrukh Khan, Fabian Allen, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Krunal Pandya, Kieron Pollard, Jayant Yadav, Rahul Chahar, Jasprit Bumrah, Trent Boult",,,PBKS,field,Punjab Kings won by 9 wkts,KL Rahul,Punjab Kings,9 wkts
202118,IPL,2021,18th,"Apr 24,2021","Wankhede Stadium,Mumbai",Rajasthan Royals,Kolkata Knight Riders,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), David Miller, Shivam Dube, Riyan Parag, Rahul Tewatia, Chris Morris, Jaydev Unadkat, Chetan Sakariya, Mustafizur Rahman","Kolkata Knight Riders (Playing XI): Nitish Rana, Shubman Gill, Rahul Tripathi, Eoin Morgan(c), Dinesh Karthik(w), Sunil Narine, Andre Russell, Pat Cummins, Varun Chakravarthy, Shivam Mavi, Prasidh Krishna",,,RR,field,Rajasthan Royals won by 6 wkts,Chris Morris,Rajasthan Royals,6 wkts
202119,IPL,2021,19th,"Apr 25,2021","Wankhede Stadium,Mumbai",Chennai Super Kings,Royal Challengers Bangalore,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Suresh Raina, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Sam Curran, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Imran Tahir","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Glenn Maxwell, AB de Villiers(w), Washington Sundar, Daniel Christian, Kyle Jamieson, Harshal Patel, Navdeep Saini, Mohammed Siraj, Yuzvendra Chahal",,,CSK,bat,Chennai Super Kings won by 69 runs,Ravindra Jadeja,Chennai Super Kings,69 runs
202120,IPL,2021,20th,"Apr 25,2021","MA Chidambaram Stadium,Chennai",Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Kane Williamson, Virat Singh, Vijay Shankar, Abhishek Sharma, Kedar Jadhav, Rashid Khan, Jagadeesha Suchith, Khaleel Ahmed, Siddarth Kaul","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Steven Smith, Rishabh Pant(w/c), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Amit Mishra, Avesh Khan",,,DC,bat,Match tied (Delhi Capitals won the Super Over),Prithvi Shaw,Delhi Capitals,Super Over
202121,IPL,2021,21st,"Apr 26,2021","Narendra Modi Stadium,Ahmedabad",Punjab Kings,Kolkata Knight Riders,"Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Deepak Hooda, Nicholas Pooran, Moises Henriques, Shahrukh Khan, Chris Jordan, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh","Kolkata Knight Riders (Playing XI): Nitish Rana, Shubman Gill, Rahul Tripathi, Sunil Narine, Eoin Morgan(c), Dinesh Karthik(w), Andre Russell, Pat Cummins, Shivam Mavi, Prasidh Krishna, Varun Chakravarthy",,,KKR,field,Kolkata Knight Riders won by 5 wkts,Eoin Morgan,Kolkata Knight Riders,5 wkts
202122,IPL,2021,22nd,"Apr 27,2021","Narendra Modi Stadium,Ahmedabad",Delhi Capitals,Royal Challengers Bangalore,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Rishabh Pant(w/c), Steven Smith, Shimron Hetmyer, Marcus Stoinis, Axar Patel, Amit Mishra, Kagiso Rabada, Ishant Sharma, Avesh Khan","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Rajat Patidar, Glenn Maxwell, AB de Villiers(w), Washington Sundar, Daniel Sams, Kyle Jamieson, Harshal Patel, Yuzvendra Chahal, Mohammed Siraj",,,DC,field,Royal Challengers Bangalore won by 1 run,AB de Villiers,Royal Challengers Bangalore,1 run
